,created_at,text
893,2020/12/15 21:50:03,寒すぎてSUPER SAMURAIになった
894,2020/12/15 21:49:57,寒すぎてハッサムになった
895,2020/12/15 21:49:27,寒すぎて見なかった事に したくなった今夜 https://t.co/5JSTRfxOQI
896,2020/12/15 21:49:17,体感温度-12℃か… 寒すぎて脚がシモヤケになったみたいでチクチクカユカユになったもんなー
897,2020/12/15 21:49:12,寒すぎたので久々にストーブだしたのはいいものの 灯油がなくて買いに行き、いざ使おうと思ったらコンセントが足りず 使ってなさそうなコンセント抜いたらルーターで ルーター再起動となったのでイチから接続設定をするハメになり パスワード忘れてて必死に再接続できて いまここに至る
898,2020/12/15 21:48:53,ｽﾔｧ…
899,2020/12/15 21:48:30,もっかいジム行くかゴルフかバッセン行って風呂入りに行こうか悩んだけど寒すぎて家から出たくなかった  思ってた事ツイートしたらちょっとだけ楽になった…
900,2020/12/15 21:46:07,寒すぎて短SAMになった
901,2020/12/15 21:44:53,寒すぎてサムエル・ホドリゲスになった #shindanmaker https://t.co/eB3GxVecyC
902,2020/12/15 21:44:26,寒すぎてサムゲタンになったわね
903,2020/12/15 21:44:01,寒すぎてサムカワになった
904,2020/12/15 21:43:43,今日は寒すぎて お風呂入って寂しくなったので お里に電話したら 更に寂しくなったので 泣きそうになったら  眠いんじゃない？ って言われてそうかもしれないと仮眠したら 元気になった気がする  依存しないとかまだ無理だって泣いて寝た… https://t.co/QCiS1nuZYD
905,2020/12/15 21:43:41,寒すぎてサム・スミスになったわね
906,2020/12/15 21:43:09,寒すぎてサムスアランになったわね……てなったけど風呂はいったら無敵になりました。一生この“チカラ”を身に纏って生きていたい。多分この無敵の寿命は30分ぐらいなので
907,2020/12/15 21:42:58,寒すぎてプラプラーンサムヨートになった #shindanmaker https://t.co/1EEBQBTClK
908,2020/12/15 21:42:51,寒すぎてちんこがカッチンこっちんになった
909,2020/12/15 21:41:22,寒さに震えながら電子レンジで温めすぎてシワシワに小さくなったチーズケーキ食べてるわたし惨めすぎてもうすぐ死ぬんかな？と思ってる
910,2020/12/15 21:40:30,寒すぎてサムスになった
911,2020/12/15 21:39:18,寒すぎてサムターン回しになったわ
912,2020/12/15 21:37:32,別棟にある発熱者外来に行こうとしたら、外が大雪…ナースサンダル終わりました😎ぴえん😢カーディガン＋防護衣着ても寒いし、極寒すぎて震えたよね😐💗  大我ちゃんに会いたくなった←
913,2020/12/15 21:37:19,《今日の積み上げ》 ⭕️YouTube視聴(リベ大) ⭕️投資信託売却 ❌車洗車・掃除 寒すぎて洗車は諦めました💦  まとまったお金が必要になったので、少しづつ投資信託を売却しています。 売却のタイミングってあるのでしょうか🧐？… https://t.co/6tleCO7xT1
914,2020/12/15 21:36:15,面倒くさがりだし金額的にもエコだと思って普段シャワーで済ますのに、昨夜寒すぎて1時頃風呂に1/3お湯はって入ったけどやっぱりお風呂はいいね。湯上がりぽっかぽかよ。温泉行きたくなった♨️
915,2020/12/15 21:36:11,大学受験時、寒すぎて部屋に迷い込んできたカマキリと仲良くなった。 参考書の上で、いつも見守ってくれた。 餌が分からなくて、砂糖水を時々あげた。 合格後、庭の綺麗な花の上に逃してやった。 今は、彼の数十代後の子孫が、野山にあふれていると思う。
916,2020/12/15 21:34:42,寒すぎて凍えてたら姉がめちゃくちゃ布団の上に毛布かけれくれたんですけどあったかくて出れなくなった
917,2020/12/15 21:34:14,自宅の最寄駅に着いたわ… 寒すぎてサムシングエルスになったわね… ギーッミーアチャーアーンス まあ私がかけたいのは やめよっかこの話
918,2020/12/15 21:33:39,寒すぎて冬になった
919,2020/12/15 21:32:53,寒すぎてガスファンヒーターのみでは耐えきれなくなったのでエアコンの暖房機能を利用することにした
920,2020/12/15 21:30:20,寒すぎてサムギョプサルになった #shindanmaker https://t.co/37bF4CAXcu
921,2020/12/15 21:30:20,ちょっとネップリ使うために外出ただけなのに寒すぎて(寒すぎでは！？！？冬なの！？！？)ってなったし流石に12月も半ばになればもう冬だよな
922,2020/12/15 21:28:50,寒すぎて熱燗の気分になった
923,2020/12/15 21:28:12,寒すぎてサムハラ神社になった
924,2020/12/15 21:28:12,部屋寒すぎてサムライスピリッツになった
925,2020/12/15 21:28:09,寒すぎて毛布とブランケット増し増しにした❣️✌️ お布団ぬくぬくなった😁
926,2020/12/15 21:27:41,寒すぎてSAMになったわね... https://t.co/HarfIvPZvV
927,2020/12/15 21:27:21,寒い、寒すぎて・・・サムになったわね(？？？？？)
928,2020/12/15 21:27:17,寒すぎて軽く凍りそうになったけど虫眼鏡様はいかがお過ごしですか？
929,2020/12/15 21:26:50,寒すぎてメトロイドになったは封印だな……
930,2020/12/15 21:26:37,寒すぎて全身氷纏状態になった
931,2020/12/15 21:26:36,寒すぎてサムスになったわね https://t.co/td8CRCA7Q5
932,2020/12/15 21:26:24,4°の中ジムへ行ってきました 室内プールはいいんですよ、真夏並みにあったかいから それよか自宅との往復が寒すぎて凍りそうになった🥶 こんな雪がちらつく日でも半袖短パンの子はいるんです その元気を分けて欲しい🤣
933,2020/12/15 21:26:12,寒すぎて春まで引きこもって冬眠してたい😭 一気に冬になった⛄❄️ 外出たくない
934,2020/12/15 21:26:10,今日寒すぎて冬だって思ってたのに半ズボンの少年が電車にいてマジかってなった
935,2020/12/15 21:25:51,寒すぎてサムの息子になった
936,2020/12/15 21:25:37,外があまりにも寒すぎて近所のコンビニに行っただけで寒気で喉が変になった。ちょっと油断したら一発で風邪ひきそう。熱とか出たらただの風邪でも病院に行きづらいし、急激に冷え込んでる今は特に体調に気をつけよう。
937,2020/12/15 21:25:06,寒すぎて冬は毎日湯船になった
938,2020/12/15 21:24:38,寒すぎてサムになった
939,2020/12/15 21:24:33,寒すぎて[](auto&amp;&amp;...v){return(v+...);}になった
940,2020/12/15 21:24:12,寒すぎて冷凍セイウチとなり、博物館に展示される運びとなったよーそろ #火曜そろ https://t.co/KudMIGCcqA
941,2020/12/15 21:24:11,鳥焼いて食べたけど部屋寒すぎて残り汁が15分位で煮凝りみたいになった。
942,2020/12/15 21:23:35,寒すぎて 総和になったわね
943,2020/12/15 21:23:31,退勤した瞬間寒すぎて職場にUターンしそうになった
944,2020/12/15 21:22:58,寒すぎてeraBEMANIになった
945,2020/12/15 21:21:57,寒すぎてサムセレクションになった
946,2020/12/15 21:21:48,部屋寒すぎてサムスミスになった...
947,2020/12/15 21:21:31,寒すぎて切り身になったわね🐟
948,2020/12/15 21:21:25,練習。１２３１日目。寒すぎてサムスになった喜多見柚。(季語は喜多見柚)(ゼロスーツ) #喜多見柚コスプレ部  #柚と歩く12月 https://t.co/07WtMh3dzA
949,2020/12/15 21:21:04,寒すぎて寝るのが早くなった(布団に入るのが早くなった) 活動は一切できません🥶←
950,2020/12/15 21:19:39,寒すぎてもっとシャワーするのが嫌になった
951,2020/12/15 21:19:33,寒すぎてサミュエル・ベイカーになったわね
952,2020/12/15 21:19:19,寒すぎてキュアブロッサムになった #shindanmaker https://t.co/nBgg3UfZpa
953,2020/12/15 21:19:17,寒すぎて大紅蓮氷輪丸になった
954,2020/12/15 21:18:14,アルバイト終わりー 寒すぎてサムゲタンになったわね
955,2020/12/15 21:18:12,寒すぎてサムスになったみなさん
956,2020/12/15 21:18:05,"寒すぎてSamut, Tyrant Smasherになった https://t.co/brbKgsfnxd"
957,2020/12/15 21:17:54,寒すぎてサム・スミスになったわね…
958,2020/12/15 21:15:27,お外が寒すぎて、サム太郎になった🐹❄
959,2020/12/15 21:15:02,寒すぎてゼロスーツサムスになった
960,2020/12/15 21:14:55,12月15日(火)#紀三井寺競技場　5度 18:15〜19:02  30m×2　4秒44 120m14秒05 100m11秒88 200m25秒12  靴に慣れてから姿勢も真っ直ぐなったかな？ ただ寒すぎて、後から動きが悪くなって… https://t.co/vT0A7Dkk9h
961,2020/12/15 21:14:51,明日も1℃かよ、寒すぎて佐村河内守になった
962,2020/12/15 21:13:37,寒すぎてサムスになった
963,2020/12/15 21:13:01,プリンて聞いたら食べたくなったから近々買いに行きます🍮💕
964,2020/12/15 21:12:51,寒すぎてサムゲタンになった
965,2020/12/15 21:12:08,わかる。寒すぎて泣きそうになった。
966,2020/12/15 21:11:46,寒すぎてサムスになったと言う人、メトロイドをやったことないが9割説
967,2020/12/15 21:11:36,靴下間違って短いの(くるぶしよりちょい長めのショートソックス)履いちゃったからスラックス寒すぎてサムになったんだけどかなめせんせいどれくらいの長さの靴下履いてるのかなって思うとウキウキしてウキになった
968,2020/12/15 21:11:04,寒すぎて写楽の描く手みたいになったわね https://t.co/AE8Yi5H2i6
969,2020/12/15 21:11:01,姉が仕事来た途端ブチ切れモードだったんだけど今履いてる仕事靴が同じデザインのサイズ違いで間違えたと思ったらしく･･･サイズあってるのを確認してから、寒すぎてゴム素材が縮こまって固まってるだけたという結論になりジト目になったよね･･･
970,2020/12/15 21:10:54,寒すぎてサムエル・ホドリゲスになったわね。 https://t.co/pclwYN0G2H
971,2020/12/15 21:10:21,寒すぎて寒杉田玄白になった🥶
972,2020/12/15 21:10:20,寒すぎてサムシングエルスになったわ
973,2020/12/15 21:09:48,さむ！寒すぎて…サムさんになったわね…🐎
974,2020/12/15 21:09:22,寒すぎて元気になった！！！！！
975,2020/12/15 21:09:16,あまりにも寒すぎてしまなみ海道を通過するだけになった1日だった https://t.co/MOYNFgF5ja
976,2020/12/15 21:09:06,寒すぎて部屋がナルニア国になったわ (ただし第1章にかぎる)
977,2020/12/15 21:09:00,寒すぎてサムスになったわね…
978,2020/12/15 21:08:34,寒すぎてサム・ライミになった
979,2020/12/15 21:08:25,寒すぎてめっちゃ元気になった！！
980,2020/12/15 21:08:21,寒すぎてSAM関数になったわね……
981,2020/12/15 21:08:18,露天風呂行ったけど寒すぎてカチンコチンコになった
982,2020/12/15 21:06:30,寒すぎて部屋に放置してた冷凍鶏肉が全然解凍出来てないから夕飯が鍋からカップ麺になった
983,2020/12/15 21:06:05,外寒すぎてメンヘラになった
984,2020/12/15 21:05:22,インサもBazaarもやばすぎてクソ寒なのにso hotになった
985,2020/12/15 21:05:10,寒すぎてサムワン海王になった #shindanmaker https://t.co/qUMwrnawZf
986,2020/12/15 21:04:52,寒すぎてジェイソン・ステイサムになった
987,2020/12/15 21:04:31,おつかレッキスうさぎ🐰:;((•﹏•๑)));:  寒すぎて手がかじかむ~✋😣🤚❄ ぎっくり腰はだいぶよくなったけど 冷えで骨折痕がジンジンするううう  昼ごはん食べる時間もなく めいっぱい働けたことに感謝(ㅅ´ ˘ `)  今日もお風呂であったまろ~(*´-`*)✨
988,2020/12/15 21:03:33,家出た瞬間寒すぎて体バラバラになってバギー船長になった
989,2020/12/15 21:01:42,今日は撮影したんだけど、寒すぎて少しだけ氷になった🧊 頑張ったぁー💪
990,2020/12/15 21:00:57,寒すぎて寒杉田玄白になった
991,2020/12/15 21:00:25,こんなに寒い日に南予に研修に行くのはやばいわ 朝早く学校に集まってさー 寒い中みかん畑に行ったりた！ 寒すぎて手の感覚なくなったね 雪も降ったし
992,2020/12/15 21:00:02,今日寒すぎて証明写真になった自撮り https://t.co/2btUIt4u8r
993,2020/12/15 20:59:51,寒すぎてサムシングエルスの新メンバーになった
994,2020/12/15 20:59:39,外ゲレンデかと思ったわ 寒すぎてサムライになったわね  目ヲ…覚マセヨ、サムライ。 この街に火をつけるぞ Yeah〜!!!! We'll never fade away!!!!!! We'll never fade away!!!!!!
995,2020/12/15 20:59:04,寒すぎて、Samuel B.Robertsになったわね…
996,2020/12/15 20:58:31,撮影寒すぎてロシア軍になった⛄ https://t.co/W062TlPbRf
997,2020/12/15 20:58:04,寒すぎてSomething ELseになったわ
998,2020/12/15 20:56:17,寒すぎてサーミ人になった
999,2020/12/15 20:56:16,ついに、寒すぎて天然温泉が冷水風呂になった
1000,2020/12/15 20:56:16,寒すぎてサムスンになったわね
1001,2020/12/15 20:55:58,https://t.co/LAwkeDhLIP
1002,2020/12/15 20:55:43,寒すぎて、ゴッサムシティになったわね……
1003,2020/12/15 20:55:42,最近寒すぎて侍になったわね…🐍
1004,2020/12/15 20:54:17,寒すぎてサムワン（ワンワン！）サムワン（ワンワン！）サムワン（ワンワン！）サムワンエルスのさむじん姫のサムスンの侍のサモ・ハン・キンポーになった
1005,2020/12/15 20:53:59,寒すぎてサムゲタンになった
1006,2020/12/15 20:52:55,寒すぎてウルトラサンムーンになった
1007,2020/12/15 20:52:46,寒すぎてサム・フィッシャーになった
1008,2020/12/15 20:52:27,んね！！寒すぎて顔が…凄いことになった(語彙力)
1009,2020/12/15 20:51:05,寒すぎてグレゴール・ザムザになった
1010,2020/12/15 20:50:52,寒すぎてサムになったわね……。
1011,2020/12/15 20:50:44,鍋食べたのに寒すぎてサムになった
1012,2020/12/15 20:50:02,寒すぎてiPhoneがSamsungになったわ・。・
1013,2020/12/15 20:49:59,寒すぎてサムになった
1014,2020/12/15 20:49:52,あまりに寒い部屋で講習受けたので寒すぎてサムスじゃなくてサムスンライオンズになった
1015,2020/12/15 20:49:52,寒すぎて布団に入ったら抜け出せなくなった…風呂入りたくねえ…
1016,2020/12/15 20:49:43,寒すぎて、バス停で凍えそうになりながら、ここまで寒くなかった時と同じつもりで部屋のエアコンを消して家を出たことに気付いて（夏はずっとつけっぱなし）ルナ達が凍死していないか急に心配になった。アレクサに暖房をつけてとお願いしたが無事ついただろうか。今まで寒かっただろうな。バス早く来て
1017,2020/12/15 20:48:33,寒すぎてくさむらになった #shindanmaker https://t.co/j4DSC9YKHT
1018,2020/12/15 20:47:54,寒すぎて三位一体になった。
1019,2020/12/15 20:47:33,寒すぎてサムエルになった
1020,2020/12/15 20:46:58,寒すぎてセガサミーフェニックスになったわね。。。
1021,2020/12/15 20:46:50,寒すぎて猫になった
1022,2020/12/15 20:46:21,寒すぎてサムス・アランになったわね
1023,2020/12/15 20:45:55,寒すぎてsomethingになった
1024,2020/12/15 20:45:49,寒すぎて、、、サムになったわね（大蛇丸） https://t.co/BXjdPvkEgB
1025,2020/12/15 20:44:47,寒すぎてサミュエル・L・ジャクソンになった
1026,2020/12/15 20:44:47,仕事の関係で昨日今日と日が暮れてから外にいるハメになったけど……寒すぎて草w
1027,2020/12/15 20:44:20,寒すぎてサム・ライミになった！w
1028,2020/12/15 20:44:18,お疲れ様でした😊
1029,2020/12/15 20:44:11,外出たら寒すぎてサムギョプサルになった バイト行きたくねえ
1030,2020/12/15 20:44:05,寒すぎてサムハラ神社になった #shindanmaker https://t.co/grnKYHSAvF
1031,2020/12/15 20:43:28,寒すぎてサムアンダーソンになった
1032,2020/12/15 20:43:12,寒すぎてサムポーターブリッジスになった
1033,2020/12/15 20:43:10,寒すぎてサムギョプサルになったわね…(大蛇ボイス)
1034,2020/12/15 20:42:55,寒すぎてサムギョプサルになったわね…
1035,2020/12/15 20:42:18,寒すぎて光の速度で布団に入ったら家が消し炭になった
1036,2020/12/15 20:40:52,https://t.co/LRlbX1RAhF
1037,2020/12/15 20:40:08,寒すぎてサムスンになったわね…
1038,2020/12/15 20:39:04,寒すぎてサムソナイトになった
1039,2020/12/15 20:38:28,今日寒すぎて手の甲しもやけになった〜ヒリヒリする
1040,2020/12/15 20:37:57,寒すぎてサムイ島になった #shindanmaker https://t.co/PK1Jp1jYtz :;((•﹏•๑)));:ｻﾑｲ❄️🏝❄️
1041,2020/12/15 20:37:42,寒い！寒すぎて、サムスになったわね。
1042,2020/12/15 20:37:29,寒すぎてSAMお前だってそう外国人だか何だか知らねえけど日本語操って勝負してんのに黒船ってやっぱ嘘じゃね？になった
1043,2020/12/15 20:37:19,仕事帰ってきてから一眠りしてやることなさすぎて旧道沿い散歩してるけど寒すぎて何やってるんだろうってなったので帰ろう こんなことかいてたら気抜きすぎて歩いてるおばあちゃんにでかい屁の音きかれるし
1044,2020/12/15 20:36:40,寒すぎてサムリングになった #shindanmaker https://t.co/wRBtHA8Uyr
1045,2020/12/15 20:36:25,寒すぎてサムネイルになった #shindanmaker https://t.co/IS5crze9XO
1046,2020/12/15 20:35:59,https://t.co/sGNcv5UYFB
1047,2020/12/15 20:35:44,寒すぎてサムシングエルスになった ギブミーアチャンス・・・
1048,2020/12/15 20:35:39,寒すぎてサム・ライミになったわ
1049,2020/12/15 20:35:25,旦那さんがプロテイン牛乳で割ってシェイクしたら、マジのシェイクになったww🤣🤣🤣
1050,2020/12/15 20:33:49,寒すぎてさむになったからｵﾌﾄｩﾝから出られない
1051,2020/12/15 20:33:19,コンビニ行ってきたんだけど道中寒すぎて凍死しそうになった
1052,2020/12/15 20:33:10,寒すぎてサム・ポーター・ブリッジズになったわね……
1053,2020/12/15 20:33:10,お外寒すぎてサブスクになった
1054,2020/12/15 20:33:04,寒すぎてメトロイドになった
1055,2020/12/15 20:32:12,寒すぎてハッサムになった
1056,2020/12/15 20:31:25,寒すぎてハンサムになった #shindanmaker https://t.co/xY8d1UiPQI
1057,2020/12/15 20:31:14,家寒すぎて徳川家寒になった
1058,2020/12/15 20:30:11,寒すぎてサムワン海王になったわね
1059,2020/12/15 20:30:08,寒すぎて手も足もしもやけになった
1060,2020/12/15 20:30:01,寒すぎてサムスになったʬʬʬとかいってるしょーもない人類に告ぐ  寒すぎてサムスになったʬʬʬʬʬʬʬʬʬʬʬʬ
1061,2020/12/15 20:29:50,草加ウにしようと思ったけど寒すぎてサムスになったから、明日は柏南ボで朝凸民になるわね
1062,2020/12/15 20:29:48,寒すぎてサムゲタンになったわね
1063,2020/12/15 20:28:23,お外寒すぎてサムライ8になった
1064,2020/12/15 20:28:23,寒すぎてサム・クックになったわね （Twisting the night away♪）
1065,2020/12/15 20:27:19,寒すぎてサムゲタンになったわね。 https://t.co/q9dbO3xHUN
1066,2020/12/15 20:26:06,寒すぎてサモ・ハン・キンポーになった
1067,2020/12/15 20:26:01,寒すぎてゼロサムになった
1068,2020/12/15 20:26:00,今、寒すぎてサムスになったって
1069,2020/12/15 20:25:35,帰り寒すぎてサムスになったわ
1070,2020/12/15 20:25:26,ふざけんな  風が冷たくて顔面カチコチなんだけど。 まじで寒すぎ 寒すぎてサムスになったわ。  これからはチャージショットを撃ちながら生きていきます。 よろしくお願い致します。
1071,2020/12/15 20:25:22,寒すぎて湯船にずっといたらだんだん冷えてきて逆にもっと体冷えて寒くなった😭
1072,2020/12/15 20:25:12,寒すぎん！？寒すぎてサムスになった
1073,2020/12/15 20:24:33,寒すぎて月寒あんぱんになった🥯
1074,2020/12/15 20:24:28,寒すぎてもう外出たくない、本当に無理  あとこの前テトリス99対戦で2位になった https://t.co/IoIGXpXU1f
1075,2020/12/15 20:23:53,寒すぎてサムになった
1076,2020/12/15 20:23:31,寒すぎてサムになった
1077,2020/12/15 20:22:31,校外学習が延期になったから代わりに球技大会だったんだけど流石に寒すぎて意味わからんかった
1078,2020/12/15 20:21:38,北海道から沖縄に移住した人が5月に暑すぎて熱中症になったと聞きました。5月に熱中症はヤバいですね〜💦
1079,2020/12/15 20:21:06,寒すぎてやる気が0になった
1080,2020/12/15 20:20:39,寒すぎてベンサムになった #shindanmaker https://t.co/ukqqZ2SpRi
1081,2020/12/15 20:20:38,寒すぎてサムスン電子になった
1082,2020/12/15 20:20:38,寒すぎてジェイソンステイサムになった、これは応用編
1083,2020/12/15 20:20:16,寒すぎて探すのが嫌になったので、近くのくら寿司ではなくて長次郎ですしざんまい https://t.co/atO95D8reg
1084,2020/12/15 20:19:25,寒すぎて サムス・アランに なったわね  つぢ蔵　こころの俳句
1085,2020/12/15 20:19:05,ディスコでなんかしようと思ったけど寒すぎて嫌になった
1086,2020/12/15 20:19:02,寒すぎてザムス･ガルの船首部分になった
1087,2020/12/15 20:18:57,寒すぎてタキシードサムになった
1088,2020/12/15 20:18:49,寒すぎて……ハンサムになったわね……
1089,2020/12/15 20:18:29,外が寒すぎてサムスになったわね…
1090,2020/12/15 20:17:32,寒すぎてウルトラサンムーンになった！w(ポケモントレーナーの顔つきをしながら) https://t.co/RP4YhYfRTt
1091,2020/12/15 20:17:29,寒すぎてサムギョプサルになったわね…
1092,2020/12/15 20:17:24,寒すぎてサンドになった
1093,2020/12/15 20:17:17,寒すぎてサムス・アランになった
1094,2020/12/15 20:16:46,寒すぎて、、、杉になったわ🎄  あかんやろこれ！w
1095,2020/12/15 20:16:17,寒すぎてサムスになった https://t.co/ZODGRoaqv3
1096,2020/12/15 20:16:11,今日マジ極寒すぎて秒で脚が痛くなったわタイツにレッグウォーマーしてたのに…地獄
1097,2020/12/15 20:14:33,寒すぎてサムになった
1098,2020/12/15 20:13:58,ばーおわ！！！！ 寒すぎてサムになったわ
1099,2020/12/15 20:13:53,ようやく傷を濡らしてもオッケーになった！寒すぎてシャワーのみはしんどかったから嬉しい
1100,2020/12/15 20:13:49,寒すぎてサムスになったわね…
1101,2020/12/15 20:13:48,今日寒すぎて、友人と話題になった砕氷船からの一枚📷   #ファインダー越しの私の世界 #写真好きな人と繋がりたい #カメラ好きな人と繋がりたい https://t.co/zmksqYEMdH
1102,2020/12/15 20:13:15,寒すぎてついに階段でゲームするのがほぼ不可能になった
1103,2020/12/15 20:12:29,寒すぎてサムスになった
1104,2020/12/15 20:11:54,最近寒くなったからあべくんの私服ファーブルゾンめっちゃ活躍させてるんだけど暖かすぎて全然外1キロ歩いても寒さ感じなかったんだけど凄くない？逆に今日半袖で外片付けしてたら10秒で凍ったもん😭  私服真似するのとか他のファンとも被るからまじで嫌って思ってんだけど(続く)
1105,2020/12/15 20:11:50,寒すぎてサムスミスになったわ☃️ https://t.co/9tA7iOXJFm
1106,2020/12/15 20:11:49,身体ボキボキなってるから伸びをしに外出たら寒すぎてサムスになった
1107,2020/12/15 20:11:02,寒すぎて頭痛くなった…😱
1108,2020/12/15 20:11:01,寒すぎてサムスになった
1109,2020/12/15 20:10:42,寒い…寒すぎてサムポーターブリッジズになったわね
1110,2020/12/15 20:09:55,寒すぎてサムゲタンになったわ………
1111,2020/12/15 20:09:38,おそと寒すぎて心の中のお嬢様が凍死してマッドマックスになったわね
1112,2020/12/15 20:09:25,寒すぎて目が感想して涙目になった🙋
1113,2020/12/15 20:09:14,寒すぎて鍋が10分以内にぬるくなったｗ
1114,2020/12/15 20:09:10,寒すぎて侍工ソヅ二アになった
1115,2020/12/15 20:08:00,寒すぎてサムライハートになったわ(Hey!Hey!サムライハート‼︎)
1116,2020/12/15 20:07:56,寒すぎて杉田智和になった
1117,2020/12/15 20:07:49,寒すぎてサムライチャンプルーになった
1118,2020/12/15 20:07:33,寒すぎて寒杉謙信になった
1119,2020/12/15 20:07:22,寒すぎてオサムになったわね🧑
1120,2020/12/15 20:07:18,寒すぎてサム・ポーター・ブリッジズになったわね…
1121,2020/12/15 20:07:13,今晩から部屋の暖房 入れました… さすぎに寒すぎてコタツと ホットカーペットじゃ 凌げなくなったので🤣笑 子供達も寒そうやったし…💦
1122,2020/12/15 20:06:54,外寒すぎてサムソン・リーになった https://t.co/AQzr7uynWR
1123,2020/12/15 20:05:54,さっむ。寒すぎて三位一体の改革になった。
1124,2020/12/15 20:05:04,寒すぎて頭痛になった
1125,2020/12/15 20:04:57,めちゃくちゃ寒いっすね 寒すぎてスマホがSamsung製になったわね
1126,2020/12/15 20:04:56,「寒すぎて、サムになったわ」ってバチクソ似てない物まねして一人で笑ってる。
1127,2020/12/15 20:03:32,今日の学校の帰りマフラーも手袋も持ってかなかったんだけどもうほんとに寒すぎてずっと凍えながら歩いてた😂❄️ 今週から急に寒くなった（ ;  ; ）
1128,2020/12/15 20:03:21,寒すぎてサムスになったわ https://t.co/WK4K7md60W
1129,2020/12/15 20:03:18,外寒すぎて外周なくなってからうれしくてヘラヘラしてたら階段ダッシュ5階まで往復×10セットで終わったあと女バス全員歩きかた小鹿になったよ
1130,2020/12/15 20:03:08,寒すぎてサミュエル・L・ジャクソンになったわね……
1131,2020/12/15 20:03:01,寒すぎてサムチャイトムヤムクンになったわね
1132,2020/12/15 20:02:45,こたつ出たら寒すぎて泣きそうになった
1133,2020/12/15 20:01:53,寒すぎてタキシードサムになった
1134,2020/12/15 20:01:47,今日も寒すぎてサムになったわね（大蛇丸）
1135,2020/12/15 20:01:25,もーさもーさ、朝の気温氷点下15とかの世界だから寒すぎてむり。 温かいコーヒー買っていきたくなる季節になったなぁ。
1136,2020/12/15 20:01:04,寒すぎて サムスになったわ https://t.co/AB0kDunhgh
1137,2020/12/15 20:00:57,寒すぎてサムス・アランになったわね
1138,2020/12/15 20:00:35,部屋が寒すぎてサムになった　風呂入るか…
1139,2020/12/15 20:00:18,寒すぎて手死にそうになったよ
1140,2020/12/15 19:59:45,寒すぎてこたつになった
1141,2020/12/15 19:59:02,寒すぎてサムスになった
1142,2020/12/15 19:58:41,寒すぎて布団に逃げ込んだはいいけど出れなくなった
1143,2020/12/15 19:58:12,寒すぎてサムエルになったわね……
1144,2020/12/15 19:57:22,久々部活行ったら寒すぎて手が変色してぬ～べ～みたいになった
1145,2020/12/15 19:56:55,寒すぎて足がつららになった。
1146,2020/12/15 19:56:49,寒すぎてサムスン電子になった
1147,2020/12/15 19:56:35,寒すぎてサム・ポーター・ブリッジズになった(雪山滑落)
1148,2020/12/15 19:56:12,しかし寒すぎて色々駄目になっている私ですが、昨夜はドラクエウォークの画面を見たら雪が降っていてマジか……と余計にしにそうになった。
1149,2020/12/15 19:56:09,2人でギューってし合おう💖💖
1150,2020/12/15 19:56:04,寒すぎてハンサムになった #shindanmaker https://t.co/M1qdI1ngRX
1151,2020/12/15 19:55:59,今度は寒すぎて死にそうになった
1152,2020/12/15 19:55:52,寒すぎて無理超えてムヒになった
1153,2020/12/15 19:55:09,寒すぎて侍になった
1154,2020/12/15 19:54:39,寒すぎて仕事早退けになった！ やったーすずちゃんの誕生日配信見れるぞー！
1155,2020/12/15 19:53:52,寒すぎてサムスになった
1156,2020/12/15 19:52:46,みぃちゃんも体調には気をつけて過ごしてね〜♡
1157,2020/12/15 19:51:26,寒すぎてアンクルサムになったわね
1158,2020/12/15 19:51:10,寒すぎてサムになった
1159,2020/12/15 19:50:33,寒すぎてお外大嫌いになった
1160,2020/12/15 19:50:21,今日寒すぎて、かちんこちんこになった
1161,2020/12/15 19:50:18,買い物に出かけたら寒すぎてめちゃくちゃ眠くなった
1162,2020/12/15 19:50:11,さむっ！！ 寒すぎてサムになった https://t.co/WxGDlSXaWm
1163,2020/12/15 19:50:05,いつもタイツなんだけど今日朝時間なくて靴下履いてったら生足寒すぎて世の女子高生達が心配になったと同時に尊敬した
1164,2020/12/15 19:49:56,出社したら同僚の荷物が届いていたのでピックアップして渡したけど、彼の身なりが完全に田舎のヤンキーでちょっとふふってなった。寒すぎて震えていたらしい
1165,2020/12/15 19:49:15,寒すぎてサムになったわね👍
1166,2020/12/15 19:46:07,セプクを考えたんですけど外が寒すぎて冷静になったセプクしてもサンタカルナさんは実装される落ち着け
1167,2020/12/15 19:45:54,寒すぎて顔がデラマンになった
1168,2020/12/15 19:45:07,寒すぎてサムスになったわね
1169,2020/12/15 19:45:00,寒すぎてサムゲタンになったわ…🍝
1170,2020/12/15 19:44:43,めっちゃくちゃ寒い。寒すぎてゴッサムシティになった
1171,2020/12/15 19:44:28,寒すぎてサムスンになった
1172,2020/12/15 19:44:18,寒すぎてサム・ライミになったわね
1173,2020/12/15 19:43:26,外寒すぎてポケットモンスター寒んムーンになったわね
1174,2020/12/15 19:43:16,寒すぎてシャブ中になったわねぇ https://t.co/gJq8ugBhgv
1175,2020/12/15 19:42:35,寒すぎてサムソントレーラーになった
1176,2020/12/15 19:42:23,寒すぎてサムスになったわね･･･
1177,2020/12/15 19:41:47,外が寒すぎて買い物にでたくないんだよなーーーー なんでこんなに寒くなったかなーーーーー！ 先週はまだここまでじゃなかっただろがばーーーーかにゃーーーーー
1178,2020/12/15 19:41:21,今日寒すぎてサムスになった人〜〜〜？？？
